#temps ecoule (secondes), axe X (g), axe Y (g), axe Z (g)
0.002151	0.039062	-0.029297	0.957031
0.033483	0.043945	-0.029297	0.952148
0.066463	0.043945	-0.024414	0.957031
0.098467	0.043945	-0.029297	0.952148
0.130349	0.043945	-0.029297	0.957031
0.163380	0.039062	-0.029297	0.957031
0.195239	0.039062	-0.024414	0.952148
0.228144	0.039062	-0.024414	0.961914
0.259997	0.043945	-0.019531	0.957031
0.292989	0.043945	-0.024414	0.957031
0.324853	0.043945	-0.029297	0.957031
0.357849	0.043945	-0.024414	0.961914
0.389866	0.043945	-0.029297	0.957031
0.421848	0.043945	-0.024414	0.952148
0.454842	0.043945	-0.029297	0.957031
0.486865	0.048828	-0.024414	0.961914
0.519857	0.043945	-0.024414	0.952148
0.551670	0.043945	-0.029297	0.952148
0.583603	0.039062	-0.029297	0.966797
0.616560	0.048828	-0.029297	0.961914
0.649584	0.048828	-0.039062	0.966797
0.681260	0.043945	-0.029297	0.952148
0.713410	0.039062	-0.029297	0.961914
0.746345	0.043945	-0.024414	0.961914
0.778345	0.043945	-0.029297	0.957031
0.811338	0.048828	-0.009766	0.957031
0.843498	0.058594	-0.014648	0.957031
0.876108	0.048828	-0.019531	0.957031
0.913334	0.048828	-0.014648	0.966797
0.940930	0.053711	-0.009766	0.961914
0.972746	0.053711	-0.009766	0.961914
1.005753	0.058594	-0.009766	0.961914
1.037850	0.053711	-0.014648	0.961914
1.069838	0.053711	-0.019531	0.957031
1.102848	0.048828	-0.019531	0.961914
1.134838	0.053711	-0.014648	0.957031
1.167745	0.053711	-0.014648	0.961914
1.199615	0.048828	-0.014648	0.961914
1.232470	0.053711	-0.019531	0.957031
1.264420	0.053711	-0.014648	0.957031
1.296403	0.048828	-0.014648	0.966797
1.329271	0.048828	-0.019531	0.957031
1.361255	0.048828	-0.014648	0.961914
1.394207	0.053711	-0.019531	0.961914
1.426229	0.053711	-0.019531	0.957031
1.459229	0.053711	-0.014648	0.961914
1.491338	0.048828	-0.014648	0.961914
1.523969	0.053711	-0.019531	0.961914
1.555892	0.053711	-0.014648	0.961914
1.587853	0.048828	-0.019531	0.961914
1.620877	0.048828	-0.019531	0.957031
1.652855	0.048828	-0.014648	0.961914
1.685890	0.043945	-0.009766	0.957031
1.717838	0.043945	-0.024414	0.966797
1.750833	0.048828	-0.014648	0.961914
1.782859	0.053711	-0.014648	0.966797
1.814728	0.053711	-0.019531	0.957031
1.847593	0.048828	-0.014648	0.961914
1.879490	0.048828	-0.019531	0.961914
1.912347	0.068359	0.004883	0.971680
1.944372	0.048828	-0.014648	0.961914
1.977472	0.048828	-0.019531	0.957031
2.009468	0.048828	-0.019531	0.952148
2.042463	0.039062	-0.029297	0.952148
2.074375	0.048828	-0.024414	0.961914
2.106358	0.043945	-0.019531	0.952148
2.139323	0.048828	-0.024414	0.961914
2.171144	0.043945	-0.029297	0.957031
2.204003	0.043945	-0.024414	0.957031
2.235859	0.048828	-0.019531	0.957031
2.268730	0.048828	-0.019531	0.947266
2.300844	0.048828	-0.014648	0.957031
2.333833	0.048828	-0.019531	0.957031
2.365735	0.087891	0.024414	0.957031
2.398732	0.053711	0.034180	0.991211
2.430708	0.048828	0.019531	0.986328
2.462635	0.024414	0.039062	0.947266
2.495643	0.029297	0.034180	0.961914
2.527377	-0.004883	0.097656	0.961914
2.560220	0.004883	-0.141602	0.976562
2.592354	-0.014648	-0.092773	0.986328
2.625346	-0.029297	0.014648	0.957031
2.657222	-0.029297	-0.136719	1.035156
2.690211	-0.063477	-0.185547	1.040039
2.722230	-0.073242	-0.166016	0.966797
2.754221	-0.102539	-0.161133	0.976562
2.787092	-0.146484	-0.244141	0.957031
2.818968	-0.146484	-0.258789	0.966797
2.851951	-0.239258	-0.229492	0.922852
2.883751	-0.185547	-0.185547	0.874023
